global_sequence_index,hard_contract_vector,result_source_sha256,source_endpoint_verified
259,"[true,true]",3c22b4f8c3172a074d022f623426a87304bce4a0c0229e372750c5afc964768b,True
260,"[true,false]",4df9fe5a7ee950e342f9e174937679259b17cab711b329b687a845a9579d76eb,True
261,"[true,true]",a7aaa9e1b3d18aaf2e9ea959268f37cdd72643b50698079213722334f86a4a0d,True
262,"[true,false]",d675a1f71cfb782be0ed9663d119a126a287a219c5220a2a01f121e5b958ddff,True
263,"[true,true]",ac71c391c9d23484042eed43c9507fda284cc6ba397be6a1f022e7ada81690f0,True
264,"[false,false]",704572b64e7d5b8ba2c481c2612c407f65dd384a8cf80ec3cee9e305d08e1e11,True
265,"[true,true]",04d5ade2397c0e0d1f7875a81c79c9f60d58d476dcaaa84b5e41dfc60439df6b,True
266,"[true,true]",287a8a32a77c7f5fd0e200eb06c78b793a327fee8ec317520fe0bdb18bd70be9,True
267,"[true,true]",fb874220478de6bb0847e1491f9e179b9286d8939dfb207dfc0e8d1489110dc5,True
268,"[true,true]",3d4c34391ad391ae140a3af32f3a13ef1dbf7fd3e43ec4e4eee35908d1911ee8,True
269,"[true,true]",76983034a458235beb7bc2b2a8a6597646577845c8e206847cbd63634286b9ed,True
270,"[true,false]",325b7e97f009dddfa633533472cbd63daa58e20d127ded6a25bb4e998f85822b,True
271,"[true,false]",d710c8a420cff0cdb655396e8e27d3991b5a482f6cbcb339147b1f8c997baf3d,True
272,"[true,false]",edd4bc813f7ca5666cc93e74b59069d18cf35c1cfb58979ab55714b030509407,True
273,"[true,false]",4d0f247c00af55939a6ac3af77e876b0f2904ae41e566024bc8f844b2682e065,True
274,"[true,false]",c4010cf7c07e9c899b889167de2c04a0b497db9044fc3956e6f1180d667acd85,True
275,"[true,false]",d50036b38dfeb3a4a31bbd607a816cbe5903eb10958e2f2fd65fd987b729a286,True
276,"[true,false]",db8d2e1474ac9d9c1c28f376feeffed6c2d263c8249a9286c3952e2e9c1e108a,True
277,"[true,false]",976255b3eb76cc0364ef87f21be520d6d40a2f45685e26821a3e8d5bd810fda3,True
278,"[true,false]",2cdf556955ccb6b14e1c085160658eb7d880f082a94d7e972cbd75db1bcb8c8a,True
279,"[true,false]",f142ae001d8f25026e9eca02e784f9d0341c67725209ae1b240f2805167603f5,True
280,"[true,false]",dcba8815639688109cc028dac408a6f8d81b58af8f85d2689a8cc8eb1779aad1,True
281,"[true,false]",0b2f97dd33bb73e8420046b522232b83621b6d4a48d5a38b5d606e5f3bb1579c,True
282,"[false,false]",0f153ba5806cbb495e63948e70740b1009257c5558ab15da8fc9e956aa1cfc65,True
283,"[true,false]",de4f44be07a3764aa960af043bb33a5daf8cc570d13a4c8578e39ca81a00af68,True
284,"[true,false]",169feefecb1b58e2e889b00b04dd538513d50a45f50bebbb09af6cfa0e630054,True
285,"[true,false]",69cc6bbc95c632becc8d78f4c4ed9afaf64d5e0dbca0f047257625cc4b613af2,True
286,"[true,false]",ba22a6ffd69d4b5b8b1406fcb54012393a5e9a8cd9115f786e166dab1a56cc0a,True
287,"[false,false]",a0da04f730d27cc2c3580f6adb57364cdafcde2d5fcd3e6f3f029a2c420f734e,True
288,"[true,false]",d85649acb44077f63c626de988e7dd8d920122f36297e707dc171e658e32e226,True
289,"[true,false]",6bf6220249e2f4b3eddce87b8a14b40899415772afd0407f7195fc679b6044b9,True
290,"[true,false]",cfb9a4aea2cdf9e390f6989a71b4f5ff55913da8cddee5fc194ed70165084fed,True
291,"[true,false]",738cdc08d032982c6c69724157d38b1b57e80b77389fd37339262c4b450bfa34,True
292,"[false,false]",6ae593c8642f8fe97c11a9991b724ba0dd976bc409c90af41e7da5ae20789c75,True
293,"[true,false]",76e6d4e046c0e3ba61f9e1a2179a02a2e1bf6fff39f36b3dc7cdad8b7448c06a,True
294,"[true,false]",5d09c7baf2c98c9e569557a7f74ff68f4ee1efcee6e596d9acb213fe1259c7f8,True
295,"[true,false]",b5eec4f0083dba6a45b0daa0954e7e329d6a290d9666cf09fa830cc40d74b9a9,True
296,"[true,false]",1cb9e76b2cd05679a8491575f1a724396da473bb7d93d23c273297319f1f5daa,True
297,"[false,false]",3d9dcc4b87b2c4a78229534f62263a2ca61ee2f887bdc49c46a22044f22239c7,True
298,"[true,false]",e8c2ffc03d1fa742ee610fa0e954f0dee1ed621ea912a72ca7b34420940eebc8,True
299,"[false,false]",118f5aa7138387c3b191e9ac02599199806a24fb45ed25c3e28d2fe1db91d039,True
300,"[true,false]",372698b9255d23573216d72d5b0c5f68753a9d0f86c92e001c41ff43af6bb860,True
301,"[false,false]",7d202a8e7e037e9578d15ff52b8e5542ad2fccd6eec6b3704d8f68c763461aa3,True
302,"[true,false]",23c9a85c94b1e13210bf73a2d8c61dbdacccf5b38715a286fe40e4b75cfb7b24,True
303,"[true,false]",23da8666f9a813c61ac3b001976e575119a433af7ad8321b7f1092640263ff7c,True
304,"[true,false]",f6f0bf78a930928ee9c5432e1f9f5272455ab272ca2ab5813470cbce4ab108d8,True
305,"[false,false]",c6453ad80b7371aa3f809fa27bdb2268ac32df3d2f7b59941dd00412a2c8b7ec,True
306,"[true,false]",a4e9fec3693a157b6dde9701c941e0b8cf4c2c2dba95d1f4ffac156ad1c6fc73,True
307,"[true,false]",824642778d6d67defbeee252342f669d8bcce9c3e3761d3de2486d6280a557d6,True
308,"[false,false]",fd106973a3affa6ca2f0e1ec94c7eedc2dc130dc432e4e0594d014654ae927a6,True
309,"[true,true]",91c3ca2f844f24566dc5dabb480ed760208c032e72efcdd150f4e98a167a89ba,True
310,"[true,false]",86bafb6a7455432dfa4ff93bb80a702a9bfc9174a350ce3b41256463c7097ff1,True
311,"[true,false]",e1f7f6346b71873dc7d310d6280f150cd8e99394946c48f46e40fb79a188fc63,True
312,"[true,false]",9a8c286f0dd83748b708ef15b6cffa93dfb2d5b4bc224629add480bf9092f0fc,True
313,"[true,false]",e97f2a2cbc2cd83f58db62a56e06a51ec91db76e2039cbe341b7e3d611949947,True
314,"[true,false]",26e70d5e334a3d0fc8979adeae17722eced32626b0f58e287016bb025abbf995,True
315,"[true,true]",fcc3fb3699bb43f8dd51617c578bd7dd7141fbd3b380bb95319c985cd430335f,True
316,"[true,false]",dc09d7509cada4e0fb4a6bfd9529378877043314496f91a501a10d3322769502,True
317,"[true,false]",9b62ac15d2885ba08bbb0e1726b8711489652190a9f333dcafce1e20987ce2d0,True
318,"[false,false]",1383f513cac9d96899fdf0b93ba72890c63f7da1c560bbe77fc8e816d1f7e5e0,True
319,"[true,false]",1228309eb2386a1d431274d32367667af9bb85287ce2efa0935c4fb22dc2641f,True
320,"[true,false]",739b64ef2d71a25d71b3729170332792b2f5549bad0f6f9f76fb3a5ed6038089,True
321,"[false,false]",3028937466650d1310d93e57693693a1ae92b2b6c35de0081af302c9f13a1372,True
322,"[true,false]",14777fe4b6118f1bb13dc5767744d04c030c6a6432b150011175b44e2223d1e8,True
323,"[true,true]",479add699c72a22730b1ca9d3e3f8a22f16d457c529c1c7b318bb3e0394c1892,True
324,"[true,false]",ecf508b7b693922e0603e283772d4b8fb2db0d1590bc08ea0fbf520dcaf41cae,True
325,"[true,false]",fd2d7d06c637e2e3051d43b6a1188fa40ae32a2be70fe612f0c921537939cb62,True
326,"[true,false]",e71abaa2603d00efe1b6f4bb174a619ef4966360c29729a1b92c2a5c62c77619,True
327,"[true,false]",fab9afa6c9f4cab23a2e67a95ef1de8b914f244efd49b123ef64038a2f08983b,True
328,"[true,false]",0cfa2bca9ca815a1b63c7c77a99ff37b5d2be8bb250d70b1bcb83fc859444795,True
329,"[true,false]",395116259beb5e28cee9f0dfc536d25a1c1c09334e01f4a24c39db85f6c05339,True
330,"[true,false]",fd3303f7dae9571fb485c9fbdd57448bbbd92db2d7f892eac07954eee19b5e06,True
331,"[true,false]",528920713018605cf854fffb25f24cb9b1678d150468f7851719a92211197ce4,True
332,"[true,false]",855231ec0fb0b74d930ba1b8e33141fb744e0ff6fcc06c9000d9458961ea764a,True
333,"[true,false]",52cd1e48ae2b5fc9347b93ecc82717c1ee7e1b7ef5df23c3f7f1186faa5528a7,True
334,"[true,false]",f6f3c33f46584acb7926103110a4943a3606874eb8ccbccd2eee6d1851d91b0d,True
335,"[true,false]",56a5e21226bbad7b3372da6ae6cd9600e1f2315a0c4c6d5edeb5157b7505f74c,True
336,"[false,false]",d1204bb3e7913042e2158d7b93eceaf3ead3ab95976135e8e0e3d56bca61e06a,True
337,"[true,false]",cbc3b4bf0bf05f410c9a44d45bdb9a345c14e6612c3611f29d386a6b5c2be8ae,True
338,"[true,false]",6240b6ed9a58e70f436ef3b5b161f5ef4a0baf09a06f1898e4623ed230b197fd,True
339,"[true,false]",7653faa07e3f3363ab6ec16cfa8d46356a187c41500623078454baf5272819c4,True
340,"[true,false]",a29ae257699ce4291e55c9755ebe3dc1133acf619d5f45f89e59459b6f580dbd,True
341,"[false,false]",d5c90f4db45f1944ac6dab05301636daadc282e9787fd16011d2a162d6732117,True
342,"[true,false]",522db3dd4ee2fa7ea73694b3cb82b16580d29d13605c7321b6f526f66f1d2774,True
343,"[true,false]",e96e0f9e4890f632fe3acacd735e660378eab7d672225421eb6f46c6078bd2f4,True
344,"[true,false]",76975f71272420394e1149066b224289d89d4735a580014a135ecfc84f75763c,True
345,"[true,true]",1c110962b9f8ca3f1e66de472f4e326f834f52670bc3bb71a08fea11955ad8bb,True
346,"[true,true]",39a322fd88a1f4588c73fd98097374734d48981dfde161f84a5480535d7e59e1,True
347,"[true,true]",288e2b7dbc4c9f6136ce1b57ee1c6847a541fe7ddd76c6fddb2595bfa035fbd1,True
348,"[true,false]",ae978e3b346544159ed0b30ca7bd16c6db34df379d6fcaa2c17eb23b6c99f80a,True
349,"[true,true]",01ad43f3d2de0888e7a5c5608433df363326e29ea8989e02999ceafa33a196a6,True
350,"[true,false]",2faa38f25452cadf2e0b6deae5cf4684c64d5cb5253c52fb6862d70512d012b7,True
351,"[true,false]",2e561cf198fa38a0249b0bd6956a63d4a15d42869944d37953b2cd4b08e1f735,True
352,"[true,false]",680de7dbacbee038f72b9b5df2aa836054842d28fb473d84e2568593f6089671,True
353,"[true,false]",5f26b9c8a7be00577fb83b41174eba77cfda00a1f587b6a01ab2753313765abb,True
354,"[true,true]",30c9652fec6b2220e7d4c50eba32e1f815ae08e12d69c08fe5654ebf4a25935e,True
355,"[true,true]",bbf09daae46bb5029a9073cf33c81c9488c19d1d9f55de40727d52d092f63a59,True
356,"[true,false]",8ddbec8779686f16655939ec9474e95179925b55cbe8c9a0337dec9f7cc5d142,True
357,"[true,false]",3bf4b9468029ac2ac924624b9cfef2b539a7bcc144885c528baad7f1271f99ce,True
358,"[true,false]",854d705a49a8b90dd7a61a9d932b14075f59241e9625a9537d5c77518dccbcc4,True
359,"[false,false]",e03a04cfe1823402bfa05b122c2a73278c7bba59fbeff657add53a8365e7301f,True
360,"[true,false]",150d906a37998bf31aef1d818bf2db5ca4eff74b840a47b5e3d4994a806153cc,True
361,"[true,false]",df7e9ed83ba06978a6cc394d90a29321fce8059fa3fdca087def1478a797bd31,True
362,"[true,false]",80208a29f1a42763c48849cfe3619b5742469620e9779c098aa970783dfee34c,True
363,"[true,false]",05e0421d61ce57a2f343e74180ce780addf14e84d8c1842ac034dc1acbd24b0c,True
364,"[true,false]",346001b1f15868572de493c370d8c84e029d0d859cc80bb5265be9ea0e9cbbfa,True
365,"[true,false]",89c15757a2baa3505107bc20caa49005aec9831e5e77955ad2a97be288b11dde,True
366,"[true,false]",4358ea01f40b4baf278b9c3a3e628d2b48601e94be30afb78f240e5c99ae402e,True
367,"[true,false]",3b638980269e1f0031cf70a3f8b4c41d30117af776ede528ddcc688b1526949f,True
368,"[true,false]",7d476c0b3b774f8d982afc2368936a91085bf77a3155456a008ef94ba23b64c1,True
369,"[false,false]",f9c9cbc5f594ac1ac96c37bce0f43c29dab9098cd772b2ddb70cd4b2ee417296,True
370,"[true,false]",ea0dbe422d83b7a2dc133b70832bb17e6662edf86762d0952ada6b062b40a1e9,True
371,"[true,false]",e4c4cdd9bb5cad938b3c891a7dd102c0f00ed0358bf265599a1b3382ac868c17,True
372,"[false,false]",01d4052e81a06325f67752ecce9fda20c63212254cb8a150adc717daf0d3f644,True
373,"[false,false]",0880b046a6cd37dc97248e80c166892d241aba809fe7c06ac9c6f958733c24bb,True
374,"[true,false]",e529f5b386cdc634226de988afe14184066a49de1b83bf2e1e8676327bcddab5,True
375,"[true,false]",bfcb76233de6b7864988fb18044ca50aacf0760fe85a5910a4df1ab5e965bc49,True
376,"[true,false]",6c227a4bfc1639b8e318417a4359af74243266d6efec52919b8a2f1103d37036,True
377,"[true,false]",45690c0a72bb1fca368170d88136afc837fa50ce2e2311d65eab2fe078db5904,True
378,"[true,false]",18f41384563ffb5a09049f17df5b1ceb482a52b3734872053181764cdecefbd5,True
379,"[true,false]",6779551ec57bcb998ff9e8400b2bc4c68d42918411c85809bf2e893fa42e206c,True
380,"[false,false]",9a5e1d675a85901b2e89ca3e7cdc5352ef65dbe9de62dc2b8a287b630679d496,True
381,"[true,false]",b3990c3b4bacc0b35632f62b0fd9e7d7ca117df8464aeb694af975d27af80ea9,True
382,"[true,false]",89dbdb127f39a247e4220f57c8ceb6390b6cea837562c6150df24b44fb4d3945,True
383,"[false,false]",d82af11c35b8f667fdbc1a80dfcfe50ff914f27051eb97122467e526d480f064,True
384,"[true,false]",1db92e020a8273b327ebf3c760ae3d1edb63004dcdbf81507adcaf525374f773,True
385,"[true,false]",148f1b416697e7898393caac045be16541b6f99a9d057496393045ff539d3470,True
386,"[true,false]",92faa3751b6161e75ed9df3d5fb2955616e4c12b7f5fddb87219ccc36c400e80,True
387,"[true,false]",12d64ec3ae28320adac077c7039c568e283c4f14b4078a42623e82f2d4b7323f,True
388,"[true,false]",2dd481497f8add773db47100d0bb8c8548fd6e6fe9ca6e96b956be0753175750,True
389,"[true,false]",0441b904ce42e92512ee4c7e804bbffc5b1894d2379734afeb0c6e14cac06654,True
390,"[true,false]",19e87dfb3f88fb7301769d20d70fd5b71ad011f3ae8bdfa3892affd4c1d27a3e,True
391,"[false,false]",76cd67715ec3fbdc136f4c3eea3fa1cdcdcd4575f078ec72b3359a5cc74ea1d8,True
392,"[true,false]",7a43218cc70ac9f9f17b82fb40b340ca742bf8803ee3501caf306d8ea28e6017,True
393,"[true,false]",194610445582647ead374fed2f4135277c6f09ebaa186c29285b7d694ea75283,True
394,"[true,false]",2de19e680da5fa2e98e52245b939c973e12b592d701142d256b922100b6b152a,True
395,"[false,false]",fdc6d75b406de92b3cc66d4250246fff596fcc1e87239036fa778b5274523931,True
396,"[true,false]",5a88f930b92dbbea1fd8d3120bc99b80bdbc590fd7cec13b030d8d658df41e4c,True
397,"[true,false]",850431fe8e2e4524dccdf24635eb5f023fecf8a774588671b0e099513c27c432,True
398,"[true,false]",cc6957c2b83fc55aab3915afabc0629b88b86b9a0d485e2174f23c0d332a0d45,True
399,"[false,false]",84b65cbfe1ce13cdf5c33782e2358d753aa5d505870ad8eab096ccdc55a61e64,True
400,"[true,false]",51e8cca6b2d0d716b4c34d00a3a888a271a893a3d0e843f24fd6d97c04690da8,True
401,"[true,false]",3afc8988955f669eecb435eae4bb4e3b4cef9b9a457be1191a5e6601dd404131,True
402,"[false,false]",d2f285a8671ff7abebbee191febe5ccd596da23f1d8aabba9d285441c9e25504,True
403,"[true,false]",92191450b6074d8c00c27213af3cbba0b845fd8fff0cf335b71cd8ebaad5e5b1,True
404,"[true,false]",9820abdd55efa785032bbc2bef449650dde62048d6aaff61359adf0f28f3081e,True
405,"[false,false]",f2ea474cf884c7a9701116048488755b3601d171c02eee29afebe2ae85ea8af4,True
406,"[true,false]",7d7138d6ddc5f97e1f5c0f02e70789a59c667e9233817e098a271fcac4be1458,True
407,"[false,false]",acc006a5d043fbefc225c0f79ea2e4fb4042d2be5382f09d25e7bd85942d015a,True
408,"[true,false]",e3566bdaeb9758e79f4d2d8efd5c98d9c9de7dbfa94c5f476622f1731567e12f,True
409,"[true,false]",b9331e234a4590cd102addf473f32467d7a81d18bd5bcb00531867ef18c4df7e,True
410,"[true,false]",cf41a2f0a391eb0e826f67dcf9ccdf6edec0578b2760635b3e013838ff90082c,True
411,"[false,false]",1cf89344711a1371217a8735a88827b4e029f08a8b8961a36c96a429a91f5cfc,True
412,"[true,false]",287d5791a7968d46ed36aa4c7c80c514c02ef4c6697bf2ff9f3de1ec355ff0e7,True
413,"[true,false]",26389c7e53fd8ded9a2ff150fd939f3d98ee938e679704192543afa94ff16f21,True
414,"[true,false]",abbee6ab336cf595915486568d4898d0965fdb2998acf371ef09b5a806a24748,True
415,"[true,false]",910049131a71367a5e77f2155bf6a6201c203df63c174c42c75e89c6d118dd43,True
416,"[true,false]",f0192d9b074b92cc94676321a2a956bf1078f41f0e386b928b0a66baa08ac89a,True
417,"[true,false]",8c71709aa556ba6cf250f82c8d51eb1db56d17d5f638fb5440f6fbd768142173,True
418,"[true,true]",8da923c5295eecd2279ff37e5a1a27606ee96e9cd7daa6ef3e5902541171f098,True
419,"[true,false]",411afa414e7eb5138b4909218598ea2c41c3cb38e30acd219d24cd1479134d49,True
420,"[true,false]",a8907c076300fc05edd9891282e31d82a98f879b51e23ce3129e352288e80b11,True
421,"[true,false]",9703349ec008ceb572f3c1d9755ed3d6e5952e82ed82ccec629b280d91122f9d,True
422,"[true,false]",65e1c898cd433f777650a4a5593282296c39faaa285533530f046f949ee81ab6,True
423,"[true,false]",62069751f6f4ca0e392810d70a44a2142ab3a00ce5a7205622d97c1c9a5d369c,True
424,"[true,false]",479ad12ad0a2717f5a06d769015a9662924680427ab0198f99d791e81f58fc16,True
425,"[true,false]",567c5fd6009a69fde8483aea8198d9cfb503b76b4d271a45158ef14b44b79a0f,True
426,"[true,true]",807bd9eb70abb9e68887081704b9e1e0aa61d1f75fa8328a3588014df5c043c1,True
427,"[false,false]",f5d8b63a06f502f91fb5834805eca908d248d82b699ad601cbd47d2409c754aa,True
428,"[true,false]",95085030ceeece9d11d22119da0d7e3597906ce77fb7fbafed1af4a59768bd41,True
429,"[true,false]",87c10672fe5fd146ba69f82ce5ec5f94dcd461840d42e06b507425f7def2c1e7,True
430,"[true,false]",c2363306898c5e475728d6ec20370e66f7c6a8c26dcf0aa3d9b206a1f8f27045,True
431,"[true,false]",6634ab26db6266ac79e905f605a4c781b05bfa81c8ce99e8c999f003bd53eb80,True
432,"[true,false]",b2794338443910db3cf9112aa695c0b5be1ae24cb6613a024e38fefce3dd9d27,True
433,"[true,true]",f45e73ac81efc652fce7b53d85f34cdcfe8cd91371b908681f93d729ec9dc5f6,True
434,"[true,true]",f33a0477bdac0521fe19cc3b118bd16f714eff9f97d66b5c1d2115939debc5a1,True
435,"[true,true]",7f494200b9e7fe4575a1195294a6c16cc14697db4f8bfff59af91e8516439efb,True
436,"[true,true]",f6e29357932f6f5a3b7bbd25c3ced149a87a8e30c06fc79ac71f34e12790363a,True
437,"[true,true]",22563ae5b2eca56f4e5a76f29e9aa0c20077ce1485dfbd6631fe7390f0397f79,True
438,"[true,true]",9a8bdb55cdf825ac3f7b4db06a3a4ca88a7c152f4273f657c760c6f40c6352ab,True
439,"[false,false]",677111d2efda26806cc86629051352ed72283b9c695935d1f3c038c9c2687c44,True
440,"[false,false]",87cfc951866b011f193f9aed481625c8901bfa3a91753489d68ef703793ee792,True
441,"[true,true]",b9807e4ef782e70c46d4c15c089c87cecb6ac9897eba052dd0483cf4843a95d0,True
442,"[true,true]",628d138d41b4234db478a99d91ad71ef530427512bb7fa250ae9ae8685fb3ebf,True
443,"[true,true]",9cac7ba47198cb002e21e6bcc826627535f5f80b179e00e0b1309e14709290d7,True
444,"[true,true]",f292775ab79429a969f105108bf4f0f9134497e8da594441c6f579ad335c55d8,True
445,"[true,true]",54c09e458356b9a754039ecdbf2febb484059cfe7afd048ae42475e0cec4d96c,True
446,"[true,false]",59cc447dbd60002541768d2e63c31bd025118086b16b797fce63314a649961e6,True
447,"[true,false]",70d09f022ead8c1564ab59fa3418ea7400349c9f8a84ed46ef23d595707199e1,True
448,"[true,true]",178ad8247a92642e13802e98f83930d4febc57af32b243f071623ed810738a43,True
449,"[true,true]",fb695fe0c77abacc8fb51d95b1108e868c5a21f45efe253621012628b19995e9,True
450,"[true,false]",49167621834064a115f88674bb0b94126b08f6dd1167885f3e2485f758184bfd,True
451,"[true,false]",3dfbfbadae9b3a63b597d78d618a23ffd7ad485cf0fce23ad22f55de6437bf02,True
452,"[true,true]",85e50e391ac5f52ed5857be58f94855448452312c136b5fab7bf571d2f4a265f,True
453,"[true,false]",e91b15df4a027d32a164090e3a3f3a4a7dd15875504c48462ed179980755fe3b,True
454,"[true,false]",fb2a42417783221510fbce3d7d344f78aafdfb86d8580fccbc14a8aae4c49647,True
455,"[true,false]",c27319998d82fbdab31b114849aed2be74af056d6262e9c1e8c430023432d7d7,True
456,"[true,true]",dc45211e58e8a25028d821a0c172b16eccce1c19a08d4b0f716c3a57f97fbcbb,True
457,"[false,false]",b00ef2929670ecbed572fcef80a4ac443d4593c7da7b3b8658afda14ab8bd6b4,True
458,"[true,true]",f887bc8602b5198b0a97a4541973d8745daad3c42b9062566ebab85e49231a50,True
459,"[false,false]",f0c8d98901e3521a567bbc63fff34bff692eff4c46695b250ffea35d2f4ff51a,True
460,"[true,true]",c18372cabf67a87ca24e86646a2b97e1865fe61476bbe1124925717f5ffd1513,True
461,"[true,true]",c65b05dfd9cf844cd173e0d58f068eb512bc57451e88f1e959e7c4e758d6ddd2,True
462,"[true,true]",a90584b9b03fc3f5b329a6e279d435f899e8723c293e8979f01b483a00093875,True
463,"[false,false]",b6771a78dd5056aa267746c30b1f068c8d4e602f6046838832a8ec7892ecea6b,True
464,"[true,true]",4c2e089e6c808e969464dc6b65bb991e56d246ae595d745d0a4268f673570490,True
465,"[true,true]",5526a9d4741f8f633574dd782813903676fa827add89d4d623fa285906998ad7,True
466,"[true,true]",4d8fe14ad7ae1519d749bb13b58e7ff6d7217fdd63d5b8a4fa43692d3f8d64b4,True
467,"[false,false]",15f08d41475ff21ef665880429e8beea19ad1beb313e12e77a0c7de7612b7481,True
468,"[true,true]",fca596f459d5e0b16873e44a469c8289cdb8ba542faed5fa6ecdc7e9b460f5b2,True
469,"[true,true]",d33e248502b0dc3a43677cfd138081b9274da5baffbb74392c42793419c21793,True
470,"[true,false]",b7e275fb5ff1ed6aef7abd0d652795e8ba400b194a6c3e492ede938183d299c7,True
471,"[false,false]",59cf67e09662bd52dc22649cdda1696b704c03dfddd0501233ad725c45597b1e,True
472,"[true,false]",2d1ef6ffc9393029d56e30ff2208fcbed80c6184ed429d280a67918cfb7c3b43,True
473,"[true,false]",0a9d6ff7b56bb0cbcb960e20e9e9fc90245e422df4eb9f9867695279ec537029,True
474,"[false,false]",705c2f3f543bc2da9fd4429c24c346f526716a03bb466e37f7d051bd3b65506a,True
475,"[true,true]",650d87f2573cc5f26fa72552871d5e9f23bce81f818eabc37f7aee0796430851,True
476,"[true,true]",f0a56facc925518ffc3c5c15582c2b4565a2bc1ff18bd140eefb7682de1953c2,True
477,"[true,true]",941e019197b6f5980115eb2c36c55db33ade9e7cae1485fd93c88307d3b52d89,True
478,"[true,true]",710d90dc9b71e69ee86a45d181c7dc8cef053976c889bd002d190c8e7b7b4105,True
479,"[true,true]",e4dddf37cb75c9b62c15cc0a599c1f949d5c1ec5a87147501930b65207432289,True
480,"[true,false]",09139a1552484c36c6bbc568fdc176013706b83d00312f7a1829e9146451a476,True
481,"[true,false]",e66ec774f92a9744dcc6657b14b387a8c41c82165a142fb7d580236cc75348be,True
482,"[true,false]",7edc28386a105cd8850b3324f3809f8433ef941feb9d9a225ad4a33499fe22b7,True
483,"[true,false]",37be77ff71e2dc71804ef240ef48676fd4054bfe2c57579ad9c916a70b0a0fdf,True
484,"[true,false]",77292d43a119a62685b2a958426f920ffe87942285b12ec491cdd93530e7f394,True
485,"[true,true]",f4a09e7d72ffd09f5d54acf3700ab4e93aadb219bd6ec43faf7b6ed081b03c6c,True
486,"[true,false]",5aae6dce4c47a9b252c4bf19df02626eabb30c35ce311093df7efbc9cc78d78c,True
487,"[true,false]",1abc9107bfd5c0a47a8021cf4a127adf16fde2f10c1dc8af3b744736bf4fbcc0,True
488,"[true,false]",edfa1a38895dc9dbd62271d6da7f43c04f1a36101875fc12bf921a52656de3ea,True
489,"[true,true]",8250ba2a918cf50e1b5d95ea926692a547a69673ca35308f3d880caa284ae022,True
490,"[true,false]",cce6750f4bef4e4fe167005a41a4562e67cf9994020e23a98d8843580851b378,True
491,"[true,false]",6e6f3b6cb6ccd700dca77d4182807d2a5587724c770bec4ffc74a4ee1e9b1fd3,True
492,"[true,true]",866cb00d05c0f4bdcd8bfad649cc22828c751652fea4af065d9099dbdfe52594,True
493,"[true,false]",0f16b655697cd38d6dd054f5f3eedf8a9532969aac9b738390f53cd9501d1a6a,True
494,"[false,false]",68196a9bc5c9960c24daaffc935ce528850449551e1e2d26068bab0a88bcd0ad,True
495,"[true,true]",3646e99cce2586e64ea0d34150978148335633b8451aacc6ed6ccef1ef87d0f0,True
496,"[true,false]",f692765500c79ada91161251d63487b2f889e806a1c89f902f4618ef160842fa,True
497,"[true,true]",213bd1cd3f77da3b111699a9a4672041bfd3ce0268ea9fa564a4892defb6b39b,True
498,"[true,false]",257827a08f6372fe1ee68f3fcd69a875281e15121e35d6d63c71328bd0025841,True
499,"[false,false]",345e6f596a04b9e102eb624a82ba324aa752117f3e98e629b8ce242c205c5c10,True
500,"[true,true]",69741571268e284859b1b3f9d5658b02b81aa18b0a67051768c97e4f54458c26,True
501,"[true,true]",ce032cffca3c7d26baccdac5fb18019f603c1ce63c89e6996804149b544369be,True
502,"[false,false]",c2dad1c82a4448dde82d030af38ee1aeeb125bdf7e8fb897c4457f0f5fade785,True
503,"[false,false]",9f9f2d72a5a62fae26e7206aa5f60308dd7301fe144771a65d4a3c139d2be1da,True
504,"[true,false]",8e1428eb914ebaae7be58b0ebbb0db89f4213c0675dd0ac088bc281e27c77089,True
505,"[true,false]",8676f8b853f6c56ade1ef61d8de55c1bbdddb044d113dc3fc2bb047203b0ed5c,True
506,"[true,false]",f382050d3ff41736fc75fe1d3b52bcbf7a3076d9245008702f990bd9a77ff0b4,True
507,"[true,false]",e1574a40895a41c9cb23e48a1b249a67706ff2cf54c661a9d262af057690118e,True
508,"[true,false]",6968cb310662f64af2a40450cddec38e889ae34cd63ba93d423cc9b74ffc2fcb,True
509,"[true,false]",1f0127b2daca287dfd01e952c992f83ed52b4ee2caf5ff5988093d1e78a523e5,True
510,"[true,false]",9f9b2d30d5ba63cba1fcafd0afa3d6339e313a4d7c14c61c6c76343af9ccde50,True
511,"[true,false]",d056a239bc97d66431f263d74cd56e357da98f02fe43a62fdeac18d0a4f413c1,True
512,"[true,false]",97594cb045ee5057f1f0dac54f1cc32231b4c270a9e4d2bebdf30c70b8fbd543,True
513,"[true,false]",1250e98b4bfda92d5cf4bb4398af5c4f90ff6d0c33bdc8e2508cf9a99db1d380,True
514,"[false,false]",dfbadbbf66a35ca43f56820a1c65fc0c8f5649ce72795a0d268fe6baad8c4783,True
515,"[true,false]",f5616b1056108e19a976d3d071bd3e17d6a4e0c28e605c4f3524db82451d37ce,True
516,"[true,false]",7b22ee972e881df263e9a784eb90dcb5c447420a451bf4a889732ed877375259,True
517,"[true,false]",344c35bdde70014e39404921812c24c880fa765a2bab8927f3ebd11aa8ec8dd5,True
518,"[true,false]",0a480fec2d06f2519d1133277c3b7f4f66f3397d857ccd13578d7efaea098ec6,True
519,"[true,false]",38283f5a254b586ec0cda2c9d0a9f3a927a0a97600d7d83a73c8b77e9848a4c1,True
